TotalEnvSteps,Evaluation/StdReturn,Evaluation/NumEpisodes,Evaluation/TerminationRate,Evaluation/Iteration,Evaluation/MaxReturn,Evaluation/MinReturn,Evaluation/AverageDiscountedReturn,Evaluation/AverageReturn
954970,0.004474938860261735,2,0.0,477,-1.5894231409383062,-1.5983730186588296,-0.17096485324827587,-1.593898079798568
956968,0.15725142545714527,2,0.0,478,-0.7665423091032385,-1.081045160017529,-0.07796512426770257,-0.9237937345603837
958966,0.4783708858113521,2,0.0,479,-1.731744345517319,-2.688486117140023,-0.4008863939090619,-2.210115231328671
960964,0.024346896923859607,2,0.0,480,-0.7473287894427458,-0.796022583290465,-0.07638637137436978,-0.7716756863666054
962962,0.13624794842815457,2,0.0,481,-1.3769389069625302,-1.6494348038188393,-0.17351346781633284,-1.5131868553906846
964960,0.4507905015695659,2,0.0,482,-1.278587234232941,-2.1801682373720728,-0.25316690905281214,-1.7293777358025069
966958,0.46839501401704553,2,0.0,483,-1.805104908235464,-2.741894936269555,-0.27658910943840426,-2.2734999222525096
968956,0.6591358876018125,2,0.0,484,-2.821667865273633,-4.139939640477258,-0.5595821758034054,-3.4808037528754454
970954,0.07095630885054183,2,0.0,485,-3.645211538583502,-3.7871241562845857,-0.6334166036454462,-3.716167847434044
972952,0.6763312920010975,2,0.0,486,-2.4566731456882733,-3.8093357296904684,-0.5348531563802246,-3.1330044376893706
974950,0.24998226209621977,2,0.0,487,-2.344356116971016,-2.8443206411634554,-0.5238094093373333,-2.594338379067236
976948,0.20752224439377076,2,0.0,488,-3.0026419673424884,-3.41768645613003,-0.49048882840441305,-3.2101642117362594
978946,0.26471873336376817,2,0.0,489,-1.2489711736021023,-1.7784086403296386,-0.2283087291824905,-1.5136899069658705
980944,0.1239187291284134,2,0.0,490,-2.5212371096972404,-2.769074567954067,-0.4505457753632658,-2.6451558388256537
982942,0.08273281251680442,2,0.0,491,-1.7502293959083461,-1.915695020941955,-0.2659905093179326,-1.8329622084251507
984940,0.10288981045988838,2,0.0,492,-0.6155728199480535,-0.8213524408678302,-0.058299578537658756,-0.7184626304079418
986938,0.05673495121027128,2,0.0,493,-0.8646176728148702,-0.9780875752354128,-0.09175623021039574,-0.9213526240251415
988936,0.10451524856972805,2,0.0,494,-2.2921707908673086,-2.5012012880067647,-0.3258511790117653,-2.3966860394370366
990934,0.7667308430199642,2,0.0,495,-3.0106260566007195,-4.544087742640648,-0.6522439415839798,-3.777356899620684
992932,0.0050234834419879415,2,0.0,496,-0.5494681933037946,-0.5595151601877705,-0.05646272996174749,-0.5544916767457826
994930,0.012420496457588692,2,0.0,497,-0.5610020342628284,-0.5858430271780057,-0.05330627232524747,-0.573422530720417
996928,0.008516458662525428,2,0.0,498,-0.47484450482023677,-0.4918774221452876,-0.04523410418156104,-0.4833609634827622
998926,0.0028700161769869836,2,0.0,499,-0.4980990018892863,-0.5038390342432603,-0.04942415563945211,-0.5009690180662733
1000924,0.0003427455722107009,2,0.0,500,-0.5013239783874173,-0.5020094695318387,-0.037994547669584516,-0.501666723959628
1002922,0.06495702777153256,2,0.0,501,-2.7920947250712227,-2.922008780614288,-0.5041163978736959,-2.8570517528427555
1004920,0.1984512161302595,2,0.0,502,-0.9333863100575941,-1.3302887423181131,-0.20628752059260358,-1.1318375261878537
1006918,0.12027616483264336,2,0.0,503,-1.8412482798226355,-2.0818006094879222,-0.32049736475989626,-1.9615244446552789
1008916,0.051550974754212775,2,0.0,504,-0.5961109373858021,-0.6992128868942277,-0.07600980899613476,-0.6476619121400149
1010914,0.048695661127600265,2,0.0,505,-0.5391291091685422,-0.6365204314237427,-0.05672284233663763,-0.5878247702961424
1012912,0.03766456051071587,2,0.0,506,-0.7922885629951579,-0.8676176840165897,-0.10405326782133728,-0.8299531235058738
1014910,0.2450646679254297,2,0.0,507,-1.9592038590405256,-2.449333194891385,-0.4039733710005887,-2.204268526965955
1016908,0.04922147518905573,2,0.0,508,-1.9421872695784381,-2.0406302199565496,-0.42450602841825363,-1.9914087447674937
1018906,0.029950912329407497,2,0.0,509,-1.4224226505943456,-1.4823244752531606,-0.21130332581746805,-1.452373562923753
1020904,0.04295841145589685,2,0.0,510,-0.7478735353221805,-0.8337903582339742,-0.07776957998163564,-0.7908319467780773
1022902,0.21991109620095917,2,0.0,511,-1.011206247474203,-1.4510284398761213,-0.1471603576108445,-1.2311173436751621
1024900,0.06531210035635926,2,0.0,512,-1.7877105710546801,-1.9183347717673986,-0.37389137735810574,-1.8530226714110394
1026898,0.016330577303452443,2,0.0,513,-0.6702030712251174,-0.7028642258320222,-0.06148096298778079,-0.6865336485285698
1028896,0.008272674648620304,2,0.0,514,-0.5692939326147889,-0.5858392819120295,-0.05728539095667886,-0.5775666072634091
1030894,0.018818514370018025,2,0.0,515,-0.6332133955090445,-0.6708504242490806,-0.08853442023172775,-0.6520319098790626
1032892,0.131002574261039,2,0.0,516,-0.4875600692764056,-0.7495652177984836,-0.057069473470897636,-0.6185626435374446
1034890,0.10205599059042098,2,0.0,517,-0.5088394724536234,-0.7129514536344653,-0.07003791404774506,-0.6108954630440444
1036888,0.10378405526515033,2,0.0,518,-1.0842177625368727,-1.2917858730671734,-0.1645068906442202,-1.188001817802023
1038886,0.33827715279322446,2,0.0,519,-2.0880936932396916,-2.7646479988261405,-0.3903212586309337,-2.426370846032916
1040884,0.008886505998342287,2,0.0,520,-2.476098820061071,-2.4938718320577555,-0.4652026359386018,-2.4849853260594132
1042882,0.05547464910766664,2,0.0,521,-0.6456896125370799,-0.7566389107524132,-0.06642753183437415,-0.7011642616447465
1044880,0.04157452983193233,2,0.0,522,-2.3518644325789384,-2.435013492242803,-0.4413368003899494,-2.3934389624108707
1046878,0.36347673211021503,2,0.0,523,-2.0385505795400882,-2.7655040437605183,-0.4695930101340574,-2.4020273116503033
1048876,0.09058346809713302,2,0.0,524,-0.7073439400366248,-0.8885108762308909,-0.08242480855261364,-0.7979274081337578
1050874,0.21438318393583056,2,0.0,525,-1.592513576656255,-2.021279944527916,-0.3169102951321263,-1.8068967605920856
1052872,0.07118474441269351,2,0.0,526,-0.5746179358146131,-0.7169874246400001,-0.06388352861145981,-0.6458026802273066
1054870,0.08418884945171234,2,0.0,527,-0.5262981012039356,-0.6946758001073603,-0.07339075278543006,-0.610486950655648
1056868,0.012840402402994916,2,0.0,528,-0.36983980612968603,-0.39552061093567586,-0.03796226231163145,-0.3826802085326809
1058866,0.3404572704873605,2,0.0,529,-2.529837199222153,-3.210751740196874,-0.48263400106268883,-2.8702944697095134
1060864,0.07551395659424365,2,0.0,530,-1.4616061675129464,-1.6126340807014337,-0.2875258285815239,-1.5371201241071901
1062862,0.150235600360749,2,0.0,531,-1.437361762981751,-1.737832963703249,-0.234171795633754,-1.5875973633425
1064860,0.08141333370351028,2,0.0,532,-0.6408858268449916,-0.8037124942520122,-0.09793764277295372,-0.7222991605485019
1066858,0.04015924810493804,2,0.0,533,-0.8329834159499642,-0.9133019121598402,-0.12000294792888261,-0.8731426640549023
1068856,0.001814802080567307,2,0.0,534,-0.34553039675302366,-0.3491600009141583,-0.03435142976613794,-0.34734519883359094
1070854,0.030447985782724285,2,0.0,535,-0.47639133970326897,-0.5372873112687175,-0.08256848288102211,-0.5068393254859933
1072852,0.11775602512370953,2,0.0,536,-0.997982523267049,-1.233494573514468,-0.1728632944183608,-1.1157385483907585
1074850,0.024658541805951728,2,0.0,537,-2.024470196131897,-2.0737872797438004,-0.3787319802402714,-2.0491287379378487
1076848,0.1025886714036735,2,0.0,538,-0.3815726673682215,-0.5867500101755685,-0.042686715033532774,-0.484161338771895
1078846,0.002437775046531976,2,0.0,539,-1.0358623763978003,-1.0407379264908643,-0.1734296838529203,-1.0383001514443322
1080844,0.0156572797117345,2,0.0,540,-0.49133368775871783,-0.5226482471821868,-0.05397760759134716,-0.5069909674704524
1082842,0.0038773977009453064,2,0.0,541,-1.854697863693029,-1.8624526590949195,-0.3404179696013273,-1.858575261393974
1084840,0.07037214586824661,2,0.0,542,-0.43787314655610104,-0.5786174382925943,-0.06230710995069116,-0.5082452924243477
1086838,0.04848149333280957,2,0.0,543,-0.39280774732714474,-0.4897707339927639,-0.031896934099328866,-0.44128924065995434
1088836,0.055385964106250685,2,0.0,544,-0.6185824800331994,-0.7293544082457007,-0.08850905012973853,-0.67396844413945
1090834,0.01648566145780697,2,0.0,545,-0.4984504290454172,-0.5314217519610311,-0.07868304868849837,-0.5149360905032242
1092832,0.08434091118290543,2,0.0,546,-0.5237072531318777,-0.6923890754976886,-0.10282373940259293,-0.6080481643147831
1094830,0.012787943373244124,2,0.0,547,-0.5348556555628401,-0.5604315423093283,-0.06870189576528074,-0.5476435989360842
1096828,0.0010211249732768324,2,0.0,548,-0.5182297698324351,-0.5202720197789887,-0.09806030930795978,-0.519250894805712
1098826,0.18011437800619678,2,0.0,549,-1.0081151260689587,-1.3683438820813523,-0.164545288614047,-1.1882295040751556
1100824,0.1130186737084482,2,0.0,550,-1.5661184228257272,-1.7921557702426236,-0.30795697786754506,-1.6791370965341754
1102822,0.009105343640311458,2,0.0,551,-0.2498780957287121,-0.26808878300933503,-0.02414462960425883,-0.25898343936902357
1104820,0.053357488887341264,2,0.0,552,-1.113758697832904,-1.2204736756075865,-0.22676779567580582,-1.167116186720245
1106818,0.1871446679555796,2,0.0,553,-1.8106021582423042,-2.1848914941534634,-0.3551919572611264,-1.9977468261978837
1108816,0.06021691958553865,2,0.0,554,-1.2252827013605254,-1.3457165405316027,-0.2313867479334782,-1.285499620946064
1110814,0.05603838795172866,2,0.0,555,-0.4189887888800782,-0.5310655647835355,-0.04580923282102391,-0.47502717683180684
1112812,0.02349020778358446,2,0.0,556,-0.32039127023148556,-0.3673716857986545,-0.036620078593499555,-0.34388147801507
1114810,0.0003360164605382965,2,0.0,557,-0.29083284050031005,-0.29150487342138665,-0.026055289988712392,-0.2911688569608484
1116808,0.03814244595004598,2,0.0,558,-0.278198362687068,-0.35448325458715996,-0.028352965810532108,-0.316340808637114
1118806,0.14050524626759298,2,0.0,559,-1.878530720195292,-2.159541212730478,-0.34906621820586614,-2.019035966462885
1120804,0.14793413057789917,2,0.0,560,-1.9064161334187362,-2.2022843945745345,-0.37275098454207367,-2.0543502639966356
1122802,0.08204790628617029,2,0.0,561,-0.4781744279562334,-0.642270240528574,-0.06837454580126837,-0.5602223342424036
1124800,0.08261050295371603,2,0.0,562,-0.5470073034176184,-0.7122283093250504,-0.08787766608028122,-0.6296178063713345
1126798,0.22723873397218664,2,0.0,563,-1.4031437941986886,-1.857621262143062,-0.2801321077122063,-1.6303825281708753
1128796,0.0021179909630992533,2,0.0,564,-0.31669848839078063,-0.32093447031697914,-0.025484835464845694,-0.3188164793538799
1130794,0.1091728914704308,2,0.0,565,-0.414897919531258,-0.6332437024721196,-0.0678447652807957,-0.5240708110016887
1132792,0.06098901665347636,2,0.0,566,-0.44432936013587326,-0.566307393442826,-0.06484903209426882,-0.5053183767893497
1134790,0.06277344561874387,2,0.0,567,-0.8214989891827926,-0.9470458804202804,-0.1631052651398563,-0.8842724348015365
1136788,0.03540671833318107,2,0.0,568,-0.3109521187499339,-0.38176555541629603,-0.035969446625113914,-0.346358837083115
1138786,0.19975649583341895,2,0.0,569,-0.4153641981524369,-0.8148771898192748,-0.08175027457779624,-0.6151206939858559
1140784,0.002114350392356551,2,0.0,570,-0.2628810594689931,-0.2671097602537062,-0.028543304421887062,-0.2649954098613496
1142782,0.06346308420309194,2,0.0,571,-0.4058363914110773,-0.5327625598172612,-0.06285747196002865,-0.46929947561416924
1144780,0.06712490623396172,2,0.0,572,-0.5774861079913605,-0.7117359204592839,-0.11141872973707798,-0.6446110142253222
1146778,0.1614687672862828,2,0.0,573,-1.1478365133148782,-1.4707740478874438,-0.20591750111566653,-1.3093052806011611
1148776,0.03761062152062766,2,0.0,574,-1.7378606039418143,-1.8130818469830696,-0.32757994591779027,-1.775471225462442
1150774,0.016369653140080487,2,0.0,575,-0.26620429574909343,-0.2989436020292544,-0.04388834821290187,-0.2825739488891739
1152772,0.16966327458620178,2,0.0,576,-0.8101129252604549,-1.1494394744328584,-0.13845178504002026,-0.9797761998466566
1154770,0.07230895740185873,2,0.0,577,-0.23744096371595988,-0.38205887851967735,-0.03621305221480749,-0.3097499211178186
1156768,0.09308099531322445,2,0.0,578,-1.1872819754730601,-1.373443966099509,-0.2117604822468696,-1.2803629707862845
1158766,0.03251021115061925,2,0.0,579,-0.5159383861198582,-0.5809588084210967,-0.0993168423347758,-0.5484485972704775
1160764,0.003441691353853804,2,0.0,580,-0.17843024076241484,-0.18531362347012245,-0.016485928084179396,-0.18187193211626865
1162762,0.019179143437301052,2,0.0,581,-0.23525412008016108,-0.2736124069547632,-0.02625017727621804,-0.25443326351746215
1164760,0.04116017738174138,2,0.0,582,-0.6910910766597973,-0.7734114314232801,-0.10571527825436601,-0.7322512540415387
1166758,0.0809091680923878,2,0.0,583,-1.126984316529248,-1.2888026527140235,-0.22231374339245774,-1.2078934846216356
1168756,0.0030270508535489016,2,0.0,584,-0.3817289589771799,-0.3877830606842777,-0.06824272702172132,-0.3847560098307288
1170754,0.04155268909928256,2,0.0,585,-0.7238065949369699,-0.806911973135535,-0.12829890704063052,-0.7653592840362524
1172752,0.2228653798315413,2,0.0,586,-1.4590572143258953,-1.904787973988978,-0.32004265768027584,-1.6819225941574367
1174750,0.003956604172969322,2,0.0,587,-0.23431134287305574,-0.2422245512189944,-0.023596069689888477,-0.23826794704602505
1176748,0.02076476238565994,2,0.0,588,-1.2690657281336295,-1.3105952529049494,-0.21404672423231444,-1.2898304905192894
1178746,0.009243223866906833,2,0.0,589,-0.24505550343417806,-0.26354195116799173,-0.03197202478388528,-0.2542987273010849
1180744,0.026823097712521102,2,0.0,590,-0.20067023584596597,-0.25431643127100817,-0.01933545440535068,-0.22749333355848705
1182742,0.07433812152743469,2,0.0,591,-0.8429874145856957,-0.9916636576405651,-0.13701786540622182,-0.9173255361131304
1184740,0.058671292978860645,2,0.0,592,-0.4924836503591751,-0.6098262363168964,-0.08600242584649773,-0.5511549433380357
1186738,0.23629562861308628,2,0.0,593,-1.271760870998168,-1.7443521282243406,-0.24424875732738055,-1.5080564996112544
1188736,0.10686977307573403,2,0.0,594,-0.6790987174882798,-0.8928382636397478,-0.11003383600159641,-0.7859684905640139
1190734,0.15873437584820416,2,0.0,595,-0.448028765124287,-0.7654975168206953,-0.08043574956506169,-0.6067631409724912
1192732,0.0016074459768752603,2,0.0,596,-0.22889761297247707,-0.2321125049262276,-0.02463700338886661,-0.23050505894935233
1194730,0.08067621532958485,2,0.0,597,-0.7578265938691834,-0.9191790245283531,-0.1641537062554856,-0.8385028091987683
1196728,0.00821673353743542,2,0.0,598,-0.20716413961846816,-0.223597606693339,-0.02089047028181904,-0.2153808731559036
1198726,0.027189091184745662,2,0.0,599,-0.6010486345899175,-0.6554268169594089,-0.11110637696119857,-0.6282377257746632
1200724,0.031563266867517745,2,0.0,600,-0.17018883957488595,-0.23331537330992144,-0.02563149413330855,-0.2017521064424037
1202722,0.030420948809371656,2,0.0,601,-0.24386657130867295,-0.30470846892741626,-0.03227065279086548,-0.2742875201180446
1204720,0.04646696298913802,2,0.0,602,-0.30682422316272523,-0.3997581491410013,-0.06264099241381461,-0.3532911861518633
1206718,0.10825682568579043,2,0.0,603,-1.2064575272202438,-1.4229711785918246,-0.2265120806217979,-1.3147143529060341
1208716,0.0039790279183297,2,0.0,604,-0.18163572017810906,-0.18959377601476846,-0.01866919341870181,-0.18561474809643874
1210714,0.008099714708268688,2,0.0,605,-0.1555038730953105,-0.17170330251184787,-0.01778332779090115,-0.1636035878035792
1212712,0.003009113032005434,2,0.0,606,-0.16064390960340305,-0.16666213566741392,-0.014373050072881024,-0.16365302263540848
1214710,0.1478571446163477,2,0.0,607,-1.6399964906662934,-1.9357107798989888,-0.3092701402674756,-1.787853635282641
1216708,0.033476457615089106,2,0.0,608,-0.6016945814117524,-0.6686474966419306,-0.08215170709652042,-0.6351710390268415
1218706,0.0008530128731480957,2,0.0,609,-1.0280599370422336,-1.0297659627885298,-0.1831097389993177,-1.0289129499153817
1220704,0.010520110129191906,2,0.0,610,-0.15463864317790696,-0.17567886343629077,-0.015774863049601157,-0.16515875330709887
1222702,0.0826424454332956,2,0.0,611,-0.4018134339577593,-0.5670983248243505,-0.07923902210496012,-0.48445587939105494
1224700,0.02037045333961654,2,0.0,612,-0.4462722656332541,-0.4870131723124872,-0.07350494759351481,-0.4666427189728707
1226698,0.022007441293555863,2,0.0,613,-0.22833060267063088,-0.2723454852577426,-0.044050666237255995,-0.25033804396418674
1228696,0.026345778732227876,2,0.0,614,-1.1356699206967338,-1.1883614781611895,-0.21074021557316894,-1.1620156994289617
1230694,0.01903776188018491,2,0.0,615,-0.6547712373741162,-0.6928467611344861,-0.10526466580457847,-0.6738089992543012
1232692,0.015717327141940407,2,0.0,616,-1.433787969830596,-1.4652226241144768,-0.290661718438108,-1.4495052969725364
1234690,0.014887666884160905,2,0.0,617,-0.1377239436361488,-0.1674992774044706,-0.015597354238183713,-0.1526116105203097
1236688,0.010382817878410125,2,0.0,618,-0.13350711812398303,-0.15427275388080328,-0.01850011154288707,-0.14388993600239314
1238686,0.047452016145999226,2,0.0,619,-0.4237347295272204,-0.5186387618192189,-0.08020037331011645,-0.4711867456732196
1240684,0.050889504568475186,2,0.0,620,-1.0277549526370242,-1.1295339617739746,-0.200346635663196,-1.0786444572054994
1242682,0.05845243303323161,2,0.0,621,-0.49649903717924726,-0.6134039032457105,-0.08885830615379384,-0.5549514702124789
1244680,0.01763790688385941,2,0.0,622,-0.6419212280803659,-0.6771970418480847,-0.10740220200440542,-0.6595591349642254
1246678,0.033203678868720554,2,0.0,623,-0.9532953678931209,-1.019702725630562,-0.1743222002109462,-0.9864990467618414
1248676,0.0436577461971992,2,0.0,624,-0.8953412187691787,-0.9826567111635771,-0.18178968910804938,-0.9389989649663779
1250674,0.08199385896482858,2,0.0,625,-0.9553466303194227,-1.1193343482490798,-0.17711028823328243,-1.0373404892842513
1252672,0.07623672928773384,2,0.0,626,-1.2669387305361746,-1.4194121891116422,-0.24717566198413315,-1.3431754598239083
1254670,0.005025899449258686,2,0.0,627,-0.16001520760769025,-0.17006700650620762,-0.01810419002361993,-0.16504110705694894
1256668,0.03008119978900159,2,0.0,628,-0.522890392061248,-0.5830527916392512,-0.10149730123204556,-0.5529715918502496
1258666,0.014724570691278235,2,0.0,629,-0.13249431516984886,-0.16194345655240533,-0.018971401732781692,-0.14721888586112708
1260664,0.012300267103645984,2,0.0,630,-0.3266198802066634,-0.35122041441395535,-0.059350339385657515,-0.3389201473103094
1262662,0.03451458916736434,2,0.0,631,-0.1734440102920669,-0.2424731886267956,-0.028712525204933628,-0.20795859945943124
1264660,0.007933795796123688,2,0.0,632,-0.5102206554751969,-0.5260882470674443,-0.08734694645145509,-0.5181544512713205
1266658,0.02896602821824122,2,0.0,633,-0.17178695053624143,-0.22971900697272388,-0.03437324434042183,-0.20075297875448267
1268656,0.020347214930762428,2,0.0,634,-0.14952231404114125,-0.1902167439026661,-0.024222653256592355,-0.16986952897190366
1270654,0.004026186221360424,2,0.0,635,-0.09832939920157564,-0.10638177164429649,-0.009940638544083467,-0.10235558542293607
1272652,0.0014185543657022348,2,0.0,636,-0.35603341742355366,-0.3588705261549581,-0.062485221812233954,-0.3574519717892559
1274650,0.002547496320955689,2,0.0,637,-0.2771981202925611,-0.28229311293447246,-0.04816857944513063,-0.27974561661351677
1276648,0.10601692051678857,2,0.0,638,-1.3521854872976125,-1.5642193283311896,-0.2725234830635295,-1.458202407814401
1278646,0.016846754661607885,2,0.0,639,-0.15124488292214966,-0.18493839224536543,-0.021084882015403032,-0.16809163758375756
1280644,0.008866243244218197,2,0.0,640,-0.6940447481819373,-0.7117772346703737,-0.13221714502774184,-0.7029109914261555
1282642,0.003504008103285522,2,0.0,641,-0.46171020492503195,-0.468718221131603,-0.08400116397868734,-0.46521421302831745
1284640,0.043947622891681026,2,0.0,642,-0.6889304912695071,-0.7768257370528692,-0.12410890892178691,-0.7328781141611882
1286638,0.002167617264282884,2,0.0,643,-0.23256961208155186,-0.23690484661011763,-0.03280313609843452,-0.23473722934583474
1288636,0.011326584910260229,2,0.0,644,-0.7742448695306892,-0.7968980393512096,-0.13359629881550125,-0.7855714544409493
1290634,0.013319401547864727,2,0.0,645,-0.1004258975383548,-0.12706470063408426,-0.012036695638996502,-0.11374529908621953
1292632,0.04446296885531509,2,0.0,646,-0.7697675192127253,-0.8586934569233555,-0.1387161773826125,-0.8142304880680404
1294630,0.023559716541569145,2,0.0,647,-0.12123181739637384,-0.16835125047951213,-0.01824507936190204,-0.14479153393794297
1296628,0.02433026101883895,2,0.0,648,-0.31329516831652915,-0.36195569035420705,-0.05559451474219479,-0.3376254293353681
1298626,0.019706775891110695,2,0.0,649,-0.2823027121156608,-0.3217162638978822,-0.05051991577739323,-0.3020094880067715
1300624,0.002035965835354883,2,0.0,650,-0.09323962215705629,-0.09731155382776606,-0.009462288746642775,-0.09527558799241118
1302622,0.11435871307402734,2,0.0,651,-1.1790296962519646,-1.4077471224000193,-0.22035696391442894,-1.293388409325992
1304620,0.09636741445180608,2,0.0,652,-0.6655084086145613,-0.8582432375181734,-0.13510298003608961,-0.7618758230663674
1306618,0.021115530179249033,2,0.0,653,-0.09377591868755343,-0.1360069790460515,-0.013619669493807846,-0.11489144886680247
1308616,0.014932246413637273,2,0.0,654,-0.2381316073366373,-0.26799610016391184,-0.045671925983620756,-0.25306385375027457
1310614,0.017772343034479138,2,0.0,655,-0.27050887717357047,-0.30605356324252875,-0.04375658399344375,-0.2882812202080496
1312612,0.011822050732640449,2,0.0,656,-0.08623340612436964,-0.10987750758965054,-0.011243134352203366,-0.09805545685701009
1314610,0.001310769317809976,2,0.0,657,-0.07892826333751628,-0.08154980197313623,-0.007946588430771898,-0.08023903265532625
1316608,0.0007790410684853713,2,0.0,658,-0.10181433930002579,-0.10337242143699653,-0.010910277899087417,-0.10259338036851115
1318606,0.015832481749473354,2,0.0,659,-0.2750743354196747,-0.3067392989186214,-0.04523193748829557,-0.290906817169148
1320604,0.0018436016804948205,2,0.0,660,-0.07016702969720572,-0.07385423305819536,-0.008394621749900116,-0.07201063137770053
1322602,0.0022820582766484958,2,0.0,661,-0.061720005146004946,-0.06628412169930194,-0.005597222740162574,-0.06400206342265344
1324600,0.03542051376910457,2,0.0,662,-0.14181323744767854,-0.2126542649858877,-0.02908843532382762,-0.17723375121678311
1326598,0.007121938496631536,2,0.0,663,-0.4257047124920905,-0.4399485894853536,-0.06833918797190378,-0.4328266509887221
1328596,0.010166502168882971,2,0.0,664,-0.15650679940085507,-0.17683980373862102,-0.024979013788909193,-0.16667330156973803
1330594,0.021104869353777103,2,0.0,665,-0.21366099451532858,-0.2558707332228828,-0.03960509556782853,-0.2347658638691057
1332592,0.010534572790299554,2,0.0,666,-0.12910237811948344,-0.15017152370008255,-0.024716194326335136,-0.139636950909783
1334590,0.002836200992906407,2,0.0,667,-0.06477507144678463,-0.07044747343259744,-0.006037507277999071,-0.06761127243969103
1336588,0.04013451692876846,2,0.0,668,-0.9661671831603103,-1.0464362170178472,-0.17703104636284756,-1.0063017000890788
1338586,0.008910880353851437,2,0.0,669,-0.09327546710725897,-0.11109722781496184,-0.013380940437824854,-0.10218634746111041
1340584,0.024962150806216166,2,0.0,670,-0.9369662565205796,-0.986890558133012,-0.18576004879368133,-0.9619284073267957
1342582,0.024838305693204527,2,0.0,671,-0.390358494979576,-0.44003510636598503,-0.07308050328262092,-0.41519680067278053
1344580,4.153889925073706e-05,2,0.0,672,-0.33469171193957054,-0.334774789738072,-0.0555496737652571,-0.3347332508388213
1346578,0.01571736166960458,2,0.0,673,-0.12425263916643559,-0.15568736250564474,-0.02039945078413115,-0.13997000083604016
1348576,0.014601582043852313,2,0.0,674,-1.0245177147828246,-1.0537208788705292,-0.191168754728177,-1.039119296826677
1350574,0.006150204671100834,2,0.0,675,-0.19686730788712023,-0.2091677172293219,-0.03247159067611727,-0.20301751255822106
1352572,0.004475993018006649,2,0.0,676,-0.15170179215588628,-0.16065377819189958,-0.025062499285814454,-0.1561777851738929
1354570,0.03658755263531943,2,0.0,677,-0.9105678295380842,-0.9837429348087231,-0.1866383249009439,-0.9471553821734037
1356568,0.02038333426363348,2,0.0,678,-0.3677038035666454,-0.40847047209391235,-0.06895523625623956,-0.38808713783027887
1358566,0.0015793262172869582,2,0.0,679,-0.1275811373330808,-0.1307397897676547,-0.017305312675589855,-0.12916046355036775
1360564,0.013750533787343838,2,0.0,680,-0.06579632393534396,-0.09329739151003164,-0.009790126481403618,-0.0795468577226878
1362562,0.028086533045578732,2,0.0,681,-0.7176107159218591,-0.7737837820130166,-0.1373887207159774,-0.7456972489674378
1364560,0.0006491815847420312,2,0.0,682,-0.07833890141768148,-0.07963726458716554,-0.008349558144746983,-0.0789880830024235
1366558,0.000534331574118127,2,0.0,683,-0.06009124910520655,-0.061159912253442805,-0.005777646802660373,-0.06062558067932468
1368556,0.00010061390599840417,2,0.0,684,-0.05655523924826676,-0.05675646706026357,-0.0060272635096275135,-0.05665585315426516
1370554,0.017556975111028023,2,0.0,685,-0.1372726497713234,-0.17238659999337944,-0.026853487773066162,-0.1548296248823514
1372552,0.03334923511159306,2,0.0,686,-0.21512426724198683,-0.28182273746517295,-0.046193931167917396,-0.2484735023535799
1374550,0.03564846871784566,2,0.0,687,-1.1525564990826491,-1.2238534365183404,-0.21144724097417578,-1.1882049678004947
1376548,0.0008071629592147356,2,0.0,688,-0.055763312280206576,-0.05737763819863605,-0.0048774102719315714,-0.05657047523942131
1378546,0.02306760092207559,2,0.0,689,-0.18761078771891934,-0.23374598956307052,-0.03360476512675179,-0.21067838864099492
1380544,0.0018977827448573986,2,0.0,690,-0.11353157113221464,-0.11732713662192944,-0.015842513043324187,-0.11542935387707204
1382542,0.0216026367206284,2,0.0,691,-0.942407609153567,-0.9856128825948238,-0.1927167220389578,-0.9640102458741955
1384540,0.07601739545970632,2,0.0,692,-0.5630577273996109,-0.7150925183190235,-0.11477661908996706,-0.6390751228593172
1386538,0.0007460201937808664,2,0.0,693,-0.17551903686949097,-0.1770110772570527,-0.025731856696020423,-0.17626505706327183
1388536,0.046483065535674384,2,0.0,694,-0.27975522388510077,-0.37272135495644954,-0.05665997922935391,-0.32623828942077515
1390534,0.05994880825958582,2,0.0,695,-0.8112623537100275,-0.9311599702291992,-0.16171173490619695,-0.8712111619696133
1392532,0.0719519644083399,2,0.0,696,-0.547527418126949,-0.6914313469436288,-0.10794399570081802,-0.6194793825352889
1394530,0.010151439522036614,2,0.0,697,-0.06668198213151887,-0.0869848611755921,-0.009287268037981166,-0.07683342165355547
1396528,0.0012933348335242012,2,0.0,698,-0.20175898601429487,-0.20434565568134327,-0.03368816896696193,-0.20305232084781907
1398526,0.0025572265742966616,2,0.0,699,-0.30995911237635215,-0.3150735655249455,-0.058130909366614275,-0.3125163389506488
1400524,0.025788230270113788,2,0.0,700,-1.1678458859135956,-1.2194223464538232,-0.22015400328638482,-1.1936341161837094
1402522,0.00375423707083207,2,0.0,701,-0.16602372510981853,-0.17353219925148267,-0.028531125671631317,-0.1697779621806506
1404520,0.02133705136725894,2,0.0,702,-0.44257867810854085,-0.48525278084305873,-0.0824243802812398,-0.4639157294757998
1406518,0.11289845361826245,2,0.0,703,-0.968323450106036,-1.194120357342561,-0.19905791665833203,-1.0812219037242985
1408516,0.007387468940856144,2,0.0,704,-0.06928496967117423,-0.08405990755288652,-0.008131950047847279,-0.07667243861203038
1410514,0.001719778456152024,2,0.0,705,-0.0631623995959326,-0.06660195650823665,-0.005564820186219762,-0.06488217805208463
